episode, total_reward, respect, done
episode, total_reward, respect, done
0, 0.0, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
1000, -250.19859313964844, 0.0, 0.0
